customer_id,customer_name,contact_email,account_number,account_type,gender,acct_open_date,products,state_of_residence
CUST00079,Lauren Green,jeanbennett@thomas.com,ACC30900621,Current,Male,2020-06-18,BetterSave,Kaduna
CUST00080,Anthony Brandt,angelajenkins@davis-nelson.net,ACC64561293,Savings,Female,2022-11-09,FlexMore,Osun
CUST00081,Jonathan Elliott,jacksonadam@sanchez.com,ACC20788825,Current,Female,2020-07-28,SaveEasy,Oyo
CUST00082,Natasha Lopez,yperkins@yahoo.com,ACC66846093,Savings,Female,2021-02-01,FamFriends,Kano
CUST00083,Billy Lee,george72@atkins.com,ACC70115894,Current,Male,2021-04-30,BetterSave,Rivers
CUST00084,Jason Beard,brookeperez@yahoo.com,ACC37527890,Current,Female,2019-11-28,SaveEasy,Lagos
CUST00085,Lindsey Woodward,kwilliams@lee.com,ACC63827343,Savings,Male,2023-12-23,FlexMore,Kano
CUST00086,Jeremy Ross,aprilperez@yahoo.com,ACC73562983,Savings,Female,2022-10-19,FamFriends,Oyo
CUST00087,Jonathan Cohen,brentschmidt@gmail.com,ACC80386307,Current,Female,2021-04-02,BetterSave,Osun
CUST00088,Stephanie Johnson,qballard@beard.net,ACC73631804,Savings,Male,2021-10-21,SaveEasy,Enugu
CUST00089,Curtis Carter,delgadostephen@mendez.com,ACC17822053,Savings,Female,2022-06-02,BetterSave,Delta
CUST00090,Mrs. Patricia Anderson MD,antonio44@yahoo.com,ACC39712370,Savings,Male,2023-11-14,SaveEasy,Kano
CUST00091,Susan White,cturner@hotmail.com,ACC99938140,Current,Female,2020-06-29,FamFriends,Enugu
CUST00092,James Martinez,andersonantonio@gmail.com,ACC31847810,Current,Female,2022-02-17,FamFriends,Kaduna
CUST00093,Jessica Gonzalez,austinlee@hotmail.com,ACC64725153,Current,Male,2020-07-04,BetterSave,Kano
CUST00094,Kenneth Mack,carrollvictoria@yahoo.com,ACC61945508,Savings,Female,2021-11-13,SaveEasy,Kaduna
CUST00095,Kimberly Archer,abbottanthony@gmail.com,ACC98340800,Current,Female,2022-04-22,FamFriends,Edo
CUST00096,Mrs. Melanie Chen,hubbardtammy@gallegos.net,ACC28526864,Current,Female,2023-08-09,FamFriends,Lagos
CUST00097,Donna Thomas,qpark@yahoo.com,ACC20277786,Current,Male,2019-11-05,BetterSave,Kano
CUST00098,Pamela Kramer,henrypatricia@zuniga-kaiser.com,ACC98825391,Savings,Female,2021-05-25,SaveEasy,Lagos
CUST00099,Dr. Timothy Ray,nicole00@gmail.com,ACC22435191,Current,Female,2021-10-21,SaveEasy,Kaduna
CUST00100,Andrew Watts,kshelton@martinez.net,ACC89236191,Savings,Female,2021-10-12,FlexMore,Osun
CUST00101,Taylor Roach,halljoseph@sparks-walker.com,ACC49626488,Current,Female,2021-08-02,FamFriends,Kaduna
CUST00102,Ethan Pace,fmichael@hotmail.com,ACC45635380,Savings,Male,2023-02-27,FamFriends,Edo
CUST00103,Jacob Baxter,heatherballard@hotmail.com,ACC78121385,Savings,Male,2021-02-13,FlexMore,Kaduna
CUST00104,Elizabeth Patrick,maldonadojessica@gmail.com,ACC29663953,Current,Female,2022-01-18,BetterSave,Rivers
CUST00105,Haley Acosta,cochrankaren@avila-hernandez.com,ACC64085275,Current,Male,2020-10-27,FlexMore,Osun
CUST00106,Lisa Bradley,susanchaney@jackson-moore.com,ACC40832442,Current,Female,2023-10-24,BetterSave,Oyo
CUST00107,Shelby Collins,rogersjames@hotmail.com,ACC85350727,Current,Female,2021-10-08,SaveEasy,Delta
CUST00108,Luis Carter,josephhancock@gmail.com,ACC93591349,Current,Female,2023-01-08,BetterSave,Oyo
CUST00109,Amanda Phillips,stevengreene@hansen.com,ACC79213253,Current,Male,2020-06-08,BetterSave,Rivers
CUST00110,Christopher Galloway,melissazimmerman@hotmail.com,ACC54050057,Current,Female,2024-02-13,FamFriends,Delta
CUST00111,Robert Whitehead,jessicabrown@carter.com,ACC25966059,Savings,Male,2023-03-20,SaveEasy,Abuja
CUST00112,Ryan Lopez,james50@tucker.com,ACC72659775,Savings,Male,2022-05-26,FlexMore,Lagos
CUST00113,Jared Gillespie,hendersonjose@gmail.com,ACC84999773,Current,Female,2020-04-25,FamFriends,Abuja
CUST00114,Aimee Tran,jennifer73@gregory.com,ACC63146398,Savings,Female,2021-10-20,BetterSave,Edo
CUST00115,Amy Fisher,curtisjacob@hotmail.com,ACC71533869,Current,Male,2021-06-23,FlexMore,Abuja
CUST00116,Chad Cook,zcolon@may.com,ACC13323377,Current,Male,2019-11-10,FamFriends,Lagos
CUST00117,Bill Cox,stuartsamuel@alvarez.org,ACC87065775,Savings,Male,2020-08-12,SaveEasy,Abuja
CUST00118,Austin Carter,jeffreyramirez@cuevas-barnes.com,ACC56621314,Current,Male,2019-08-14,FamFriends,Lagos
CUST00119,Rachel Miller,mendezjoseph@gmail.com,ACC92084291,Current,Male,2020-05-25,BetterSave,Rivers
CUST00120,David Coleman,ymcmillan@hotmail.com,ACC16732421,Current,Male,2023-05-26,FamFriends,Oyo
CUST00121,Michael Bowers,catherinechristian@yahoo.com,ACC77083944,Savings,Male,2024-06-02,BetterSave,Edo
CUST00122,Keith Nelson,jessicaboyer@gmail.com,ACC92164918,Current,Male,2020-05-06,BetterSave,Lagos
CUST00123,Jennifer Williams,andersonwilliam@yahoo.com,ACC84272704,Current,Male,2022-09-13,SaveEasy,Oyo
CUST00124,Brian Olson,smithsteven@turner.biz,ACC34845573,Current,Male,2023-11-25,FlexMore,Delta
CUST00125,Samuel Curtis,ocraig@carroll.biz,ACC31680245,Savings,Female,2022-11-24,FlexMore,Abuja
CUST00126,Jennifer Gonzales,urodriguez@merritt.net,ACC28978862,Savings,Female,2022-06-07,SaveEasy,Osun
CUST00127,Sarah Carroll,joseph45@ryan.com,ACC88386099,Current,Male,2022-07-04,SaveEasy,Delta
CUST00128,Kevin Rodriguez,andres64@yahoo.com,ACC88234422,Current,Male,2022-12-29,FamFriends,Delta
CUST00129,Ryan Levine,whitneycastaneda@johnson.biz,ACC14808414,Current,Male,2023-09-08,FamFriends,Oyo
CUST00130,Alisha Mcintyre,cdelacruz@gmail.com,ACC84943679,Savings,Male,2022-07-12,BetterSave,Delta
CUST00131,Brent Diaz,williammartinez@gmail.com,ACC25574363,Savings,Male,2020-05-10,FamFriends,Enugu
CUST00132,Kevin Herring,robert02@dixon-reynolds.biz,ACC45916228,Savings,Female,2022-03-25,SaveEasy,Rivers
CUST00133,Erika Barrera,ytorres@yahoo.com,ACC22678221,Savings,Female,2020-12-31,SaveEasy,Oyo
CUST00134,Denise Rich,kelly56@cummings.info,ACC80870493,Current,Male,2022-10-15,SaveEasy,Kaduna
CUST00135,Charles Farmer,cdavis@gmail.com,ACC39879740,Savings,Female,2022-01-27,SaveEasy,Abuja
CUST00136,Gerald Sanchez,wbrown@yahoo.com,ACC71767017,Savings,Female,2019-12-26,FlexMore,Delta
CUST00137,Maria Jones,jacob66@yahoo.com,ACC72074692,Current,Female,2019-12-14,BetterSave,Osun
CUST00138,Kristen Anderson,bowmanbailey@flores.com,ACC44182151,Current,Male,2022-02-18,FamFriends,Kaduna
CUST00139,Sabrina Williams,williamcunningham@hotmail.com,ACC61839817,Savings,Male,2023-07-28,FlexMore,Abuja
CUST00140,Brett Smith,michael70@garcia.net,ACC79856574,Savings,Female,2020-09-01,FlexMore,Lagos
CUST00141,Natalie Cooke,kevin56@randolph-villa.com,ACC91130046,Current,Female,2022-03-03,SaveEasy,Oyo
CUST00142,Joshua Myers,bradleysnyder@medina.net,ACC57332198,Current,Male,2023-10-19,SaveEasy,Lagos
CUST00143,Sharon Miller,christinemckee@nelson.com,ACC52228137,Savings,Female,2021-04-26,SaveEasy,Osun
CUST00144,Alyssa Foley,yfox@garcia.org,ACC75310184,Current,Male,2023-12-10,BetterSave,Lagos
CUST00145,Nathan Carr,carlathomas@baker.com,ACC94292484,Current,Male,2023-11-08,SaveEasy,Oyo
CUST00146,Wendy Gomez,graveshannah@gmail.com,ACC30197312,Savings,Female,2022-11-15,FlexMore,Lagos
CUST00147,Albert Christensen,garrett77@gmail.com,ACC85146570,Savings,Female,2020-02-01,SaveEasy,Delta
CUST00148,Shane Cardenas,hbrown@sanders.com,ACC34823463,Current,Male,2024-03-04,SaveEasy,Oyo
CUST00149,James Duran,mackkatrina@yahoo.com,ACC62401250,Current,Male,2022-03-19,FlexMore,Oyo
CUST00150,Aaron Stokes,ucowan@hunt-davis.info,ACC57180812,Current,Female,2019-11-18,BetterSave,Delta
CUST00151,Tina Perry,rodney11@hotmail.com,ACC96230897,Current,Male,2021-07-13,SaveEasy,Kano
CUST00152,Rebecca Patterson,bhunter@hotmail.com,ACC53324260,Current,Female,2020-10-07,SaveEasy,Lagos
CUST00153,Olivia Woods,tammyjones@walters.biz,ACC33824192,Savings,Male,2019-08-29,SaveEasy,Lagos
CUST00154,Judith Barry,josephrivera@ewing.com,ACC41770031,Savings,Female,2022-02-27,BetterSave,Osun
CUST00155,Willie Wright,stephenbrown@hotmail.com,ACC84397481,Current,Female,2021-03-12,FlexMore,Delta
CUST00156,Rachel Roberts,fnewton@yahoo.com,ACC63155291,Savings,Male,2023-08-11,FlexMore,Oyo
CUST00157,Debra Ingram,eugene05@yahoo.com,ACC65215990,Savings,Male,2020-08-15,FamFriends,Delta
CUST00158,Crystal Bruce,diazcandace@yahoo.com,ACC35329806,Savings,Female,2020-09-16,FlexMore,Osun
CUST00159,Lori Johnson MD,canturodney@mcintosh.org,ACC35499614,Current,Female,2022-04-08,FlexMore,Kaduna
CUST00160,Jose Brock,mary74@hotmail.com,ACC66579990,Current,Male,2020-03-28,BetterSave,Edo
CUST00161,Kenneth Lopez,hilljane@hotmail.com,ACC64342273,Current,Male,2024-05-29,FlexMore,Edo
CUST00162,Tina Harris,pruittjohn@yahoo.com,ACC18734132,Current,Male,2023-04-03,BetterSave,Edo
CUST00163,Frederick Rogers,lramsey@hotmail.com,ACC76703775,Savings,Male,2022-10-05,FamFriends,Enugu
CUST00164,Joshua Holt,jason68@robinson.com,ACC92683783,Savings,Male,2023-10-02,SaveEasy,Rivers
CUST00165,Kyle Bruce,jgarcia@gmail.com,ACC11401054,Current,Female,2023-08-07,BetterSave,Osun
CUST00166,Rachel Mckenzie,laurensims@hotmail.com,ACC69024146,Current,Male,2021-12-24,FamFriends,Osun
CUST00167,Mr. Sean Russell,amymay@yahoo.com,ACC50756118,Current,Male,2021-03-20,SaveEasy,Kano
CUST00168,Jill Guerra,pamelachaney@nelson.com,ACC23982731,Current,Male,2021-10-25,SaveEasy,Rivers
CUST00169,Donna Hall,gomezsusan@hudson-rodriguez.com,ACC84546563,Current,Male,2020-07-04,FamFriends,Abuja
CUST00170,Chad Juarez,jeremymonroe@mcmahon-scott.com,ACC46405011,Current,Male,2024-02-01,FlexMore,Enugu
CUST00171,Steven Duran,yjohnson@pierce-harvey.com,ACC80676129,Savings,Male,2021-06-02,BetterSave,Enugu
CUST00172,Natalie Thompson,martinstrickland@hotmail.com,ACC57695103,Savings,Female,2019-12-11,FlexMore,Enugu
CUST00173,Tammy Peters,vvaldez@hotmail.com,ACC62755097,Current,Female,2024-06-04,SaveEasy,Lagos
CUST00174,Megan Baker,lance14@johnson.com,ACC32776454,Savings,Female,2019-08-15,FlexMore,Kano
CUST00175,Mr. Thomas Duran,amorgan@hotmail.com,ACC12628714,Current,Male,2021-08-26,FamFriends,Abuja
CUST00176,Richard Mcgee,nathaniel80@williams.org,ACC17168966,Current,Male,2022-10-02,BetterSave,Edo
CUST00177,Danielle Rodriguez,christinadennis@yahoo.com,ACC87997861,Savings,Female,2019-12-21,FlexMore,Abuja
CUST00178,Adam Green,woodruth@johnson-watts.info,ACC37622381,Savings,Male,2023-09-06,FlexMore,Oyo
CUST00179,Sierra Johnson,hermandanielle@yahoo.com,ACC32837367,Savings,Female,2021-08-05,FlexMore,Lagos
CUST00180,Tammy Mcconnell,boltonamy@hotmail.com,ACC93746322,Savings,Male,2022-04-27,FlexMore,Edo
CUST00181,Toni Medina,mrichards@gmail.com,ACC64952614,Savings,Female,2020-01-17,FlexMore,Osun
CUST00182,Joanna Barnett DDS,yadams@hotmail.com,ACC24313094,Savings,Male,2019-11-19,BetterSave,Lagos
CUST00183,Shane Mitchell,ewalker@hopkins-miller.info,ACC15353474,Current,Female,2023-07-24,FlexMore,Edo
CUST00184,Barbara Foster,anthonymendez@mcdonald.com,ACC16743174,Savings,Male,2024-02-06,FlexMore,Kano
CUST00185,Mark Hardin,dianasullivan@chandler.com,ACC51199470,Savings,Male,2021-04-21,SaveEasy,Enugu
CUST00186,Jonathan Hodges,kathleenbrennan@gmail.com,ACC53566075,Current,Female,2019-09-13,FamFriends,Enugu
CUST00187,Susan Lawson,tapiamichael@grant.info,ACC41177096,Savings,Female,2019-09-14,BetterSave,Abuja
CUST00188,Anthony Chen,vadkins@hotmail.com,ACC77284728,Current,Female,2020-05-30,FlexMore,Lagos
CUST00189,Michael Ali,jonathan17@gmail.com,ACC56696292,Savings,Male,2022-04-30,FlexMore,Lagos
CUST00190,Sherry Smith,joseph23@white.com,ACC15950878,Savings,Female,2022-04-13,FamFriends,Kano
CUST00191,James Ward,lisa61@yahoo.com,ACC34332345,Savings,Female,2019-12-19,FamFriends,Kano
CUST00192,Whitney Ramos,thinton@hotmail.com,ACC17087467,Current,Male,2023-08-05,SaveEasy,Edo
CUST00193,Erik Lopez,dominguezwalter@garcia-shepherd.com,ACC11274221,Current,Female,2022-03-27,SaveEasy,Enugu
CUST00194,Kristen Grant,patrick69@gilmore.com,ACC50742741,Current,Female,2024-02-16,SaveEasy,Delta
CUST00195,Melissa Lloyd,michaelevans@gmail.com,ACC68110839,Savings,Female,2023-02-07,FamFriends,Oyo
CUST00196,Blake Sanchez,dpittman@ryan.com,ACC46742133,Current,Male,2022-06-04,FamFriends,Oyo
CUST00197,Kevin Edwards,blackwelljennifer@yahoo.com,ACC61126217,Current,Male,2023-08-20,FlexMore,Edo
CUST00198,Michael Williams,howard81@hotmail.com,ACC58382602,Current,Female,2024-07-02,FlexMore,Edo
CUST00199,Kayla Jensen,michellefrye@maldonado.org,ACC85652717,Savings,Male,2022-09-19,BetterSave,Oyo
CUST00200,Robert Melendez,pwilliams@gmail.com,ACC27064783,Current,Female,2021-09-29,SaveEasy,Rivers
CUST00201,Michael Johnson,fletchervirginia@reynolds.com,ACC85912890,Savings,Male,2024-06-08,FamFriends,Abuja
CUST00202,Robert Kennedy,christina41@luna-thomas.biz,ACC67905099,Current,Male,2022-10-21,BetterSave,Kano
CUST00203,Amy Anderson,hernandezeric@ho.biz,ACC14722388,Savings,Female,2021-06-06,SaveEasy,Abuja
CUST00204,Deanna Welch,danielle05@hotmail.com,ACC52495546,Current,Female,2020-03-03,SaveEasy,Osun
CUST00205,Michael Martinez,kbates@stewart.com,ACC92786074,Savings,Female,2023-05-16,FamFriends,Enugu
CUST00206,Jonathan Richardson,xmonroe@benson-pierce.com,ACC49957579,Savings,Female,2020-03-20,SaveEasy,Kano
CUST00207,Walter Kennedy,castillomarcus@randall-washington.com,ACC14080340,Savings,Male,2024-02-21,FamFriends,Kano
CUST00208,Angela May,bshaw@gmail.com,ACC63340217,Current,Male,2022-04-13,SaveEasy,Lagos
CUST00209,Barbara Parker,morrisjeffrey@mcclain.com,ACC79687498,Savings,Female,2022-01-09,BetterSave,Osun
CUST00210,Mary Mcguire,christophersanchez@gmail.com,ACC48453720,Savings,Female,2022-05-29,BetterSave,Kaduna
CUST00211,Andrew Alexander,wwallace@ramos.com,ACC43713965,Current,Male,2022-06-20,FlexMore,Abuja
CUST00212,Matthew Quinn,colleenhernandez@thomas-woods.com,ACC75918349,Savings,Female,2020-07-26,FamFriends,Abuja
CUST00213,Sean Williams,royknox@gonzalez-torres.com,ACC17450623,Current,Male,2021-09-17,BetterSave,Rivers
CUST00214,Kimberly Jennings,hesssherri@gmail.com,ACC87463130,Savings,Female,2022-06-02,FamFriends,Delta
CUST00215,Megan Hamilton,jeff38@yahoo.com,ACC12773473,Savings,Male,2020-01-30,FamFriends,Delta
CUST00216,Tracy Franklin,isanchez@hotmail.com,ACC91513786,Savings,Male,2020-06-23,SaveEasy,Delta
CUST00217,Thomas Greene,dorothy47@gmail.com,ACC58848632,Savings,Male,2020-07-10,FlexMore,Lagos
CUST00218,Susan Cox,cruiz@mcdonald.info,ACC96589543,Current,Male,2022-11-11,SaveEasy,Kano
CUST00219,Crystal Gonzalez,santosjaime@garcia.info,ACC74404531,Current,Female,2023-07-21,BetterSave,Lagos
CUST00220,Donald Novak,lisa73@gmail.com,ACC40209278,Current,Male,2020-09-24,FamFriends,Kaduna
CUST00221,Kelly Jennings,lawrencethompson@hotmail.com,ACC43431377,Current,Female,2022-09-22,SaveEasy,Edo
CUST00222,Charles Long,jessicafaulkner@gmail.com,ACC94763326,Current,Female,2024-03-12,FamFriends,Kaduna
CUST00223,Alexander Spencer,christopherfrench@hotmail.com,ACC54510683,Savings,Female,2023-04-17,FlexMore,Oyo
CUST00224,Shelby Barnes,frank88@gmail.com,ACC74629666,Current,Female,2020-08-29,SaveEasy,Rivers
CUST00225,Dr. Sean Brown,jose58@hotmail.com,ACC50044226,Savings,Female,2021-10-11,SaveEasy,Lagos
CUST00226,Gregory Webb,leekaren@gmail.com,ACC21053717,Current,Female,2022-02-23,BetterSave,Rivers
CUST00227,Wayne Newton,zglenn@yahoo.com,ACC77794817,Savings,Male,2021-10-25,SaveEasy,Rivers
CUST00228,Kimberly Griffith,daviesjohn@daugherty.com,ACC82725327,Savings,Female,2022-03-20,BetterSave,Rivers
CUST00229,Kendra Brown,johnlawrence@johnson.biz,ACC70523436,Savings,Male,2020-10-14,FamFriends,Oyo
CUST00230,Johnny Villa,kennethgonzalez@herrera.com,ACC47770523,Current,Male,2020-08-05,FamFriends,Kano
CUST00231,Francis Hinton,cathy76@roberts.com,ACC54280361,Current,Male,2021-06-10,FlexMore,Oyo
CUST00232,Wanda Davis,myersmichael@ward.info,ACC65132780,Savings,Female,2022-07-19,FlexMore,Lagos
CUST00233,Cory Morgan,anthonyhartman@prince.com,ACC65349389,Savings,Male,2022-07-18,FamFriends,Lagos
CUST00234,Eric West,henrystephen@ward.com,ACC32311382,Current,Male,2021-03-06,SaveEasy,Kaduna
CUST00235,Nicole Owens,benjamin89@gmail.com,ACC68610439,Savings,Female,2021-04-04,FlexMore,Enugu
CUST00236,Christopher Guzman,jdickson@pacheco-miller.com,ACC92089239,Savings,Male,2023-02-12,SaveEasy,Kano
